,age,educational-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,gender,native-country
41540,52,9,15024,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
6210,24,8,0,0,55,Private,Never-married,Transport-moving,Own-child,White,Male,Germany
43483,37,10,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
27380,79,9,0,0,40,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
24631,25,10,0,0,25,Private,Married-civ-spouse,Sales,Husband,White,Male,El-Salvador
33920,51,10,0,0,35,State-gov,Divorced,Adm-clerical,Unmarried,White,Female,United-States
34452,40,10,0,0,40,Private,Separated,Handlers-cleaners,Not-in-family,White,Male,United-States
44498,29,9,0,0,40,Private,Never-married,Handlers-cleaners,Not-in-family,Black,Female,United-States
16351,19,10,0,0,32,Private,Never-married,Prof-specialty,Own-child,White,Male,United-States
41218,44,13,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
21355,45,9,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
23359,42,11,0,0,40,Federal-gov,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,United-States
5340,52,10,0,0,40,Private,Married-civ-spouse,Sales,Own-child,White,Female,United-States
25232,46,10,0,0,45,Private,Never-married,Exec-managerial,Unmarried,White,Female,United-States
41320,33,9,0,1977,45,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
2082,48,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
47906,74,9,0,0,16,Private,Divorced,Handlers-cleaners,Not-in-family,White,Female,United-States
10522,56,14,0,0,40,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
45204,26,13,0,0,40,Local-gov,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
6992,22,10,0,0,24,Unknown,Never-married,Unknown,Own-child,Black,Female,United-States
35377,25,10,0,0,30,Private,Never-married,Other-service,Own-child,White,Male,Canada
12966,24,13,0,0,20,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,United-States
40223,43,11,0,0,50,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
20702,53,9,99999,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14187,41,7,0,0,48,Private,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States
22657,30,13,0,0,40,Private,Never-married,Prof-specialty,Own-child,Black,Male,Unknown
661,63,5,0,0,32,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
34114,36,12,0,0,50,Private,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
48241,36,12,0,0,70,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
20321,38,13,0,0,40,State-gov,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
18756,23,7,0,0,38,Private,Never-married,Transport-moving,Own-child,White,Female,United-States
34188,18,7,0,0,16,Private,Never-married,Prof-specialty,Own-child,White,Female,United-States
38054,23,6,0,0,40,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
45851,38,9,0,0,50,Private,Divorced,Craft-repair,Unmarried,White,Male,United-States
9928,35,9,0,0,35,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
5149,23,10,0,0,15,State-gov,Never-married,Protective-serv,Not-in-family,White,Male,United-States
12082,28,13,0,0,65,State-gov,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
7193,31,9,0,0,35,Private,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
34528,41,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,Yugoslavia
32285,64,9,8614,0,40,Unknown,Divorced,Unknown,Not-in-family,White,Male,United-States
16203,35,12,0,0,40,Local-gov,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,Vietnam
32920,39,10,0,0,40,Private,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
12631,30,6,0,0,45,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
22401,48,14,10520,0,50,Federal-gov,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,United-States
9973,24,7,0,0,20,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
43588,27,10,0,0,40,Private,Widowed,Adm-clerical,Unmarried,White,Female,United-States
8270,25,9,0,0,35,Private,Never-married,Sales,Unmarried,White,Female,United-States
26398,20,7,0,0,39,Unknown,Married-civ-spouse,Unknown,Other-relative,White,Female,United-States
10366,19,9,0,0,20,Private,Never-married,Other-service,Own-child,White,Male,United-States
33166,46,10,0,0,42,Private,Separated,Sales,Not-in-family,White,Male,United-States
45339,33,6,0,0,45,Private,Divorced,Other-service,Unmarried,White,Female,United-States
30304,23,13,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
11160,36,10,0,0,40,Private,Divorced,Sales,Unmarried,White,Female,United-States
3360,20,9,0,0,60,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
5144,47,7,0,0,40,Private,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
30731,21,9,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
16404,29,13,0,0,50,State-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
33831,24,10,0,0,40,State-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
2998,25,12,0,0,45,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
16743,32,13,0,0,50,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
34092,26,7,0,0,65,Unknown,Never-married,Unknown,Not-in-family,White,Female,United-States
31226,23,7,0,0,40,Unknown,Never-married,Unknown,Own-child,Amer-Indian-Eskimo,Male,United-States
40150,47,9,0,0,20,Private,Divorced,Adm-clerical,Unmarried,White,Female,United-States
41597,40,9,0,0,60,Private,Divorced,Transport-moving,Not-in-family,White,Male,United-States
29978,33,9,0,0,45,Private,Divorced,Handlers-cleaners,Own-child,White,Male,United-States
31149,19,9,0,1721,40,Private,Never-married,Other-service,Own-child,White,Female,United-States
5496,25,13,0,0,40,Federal-gov,Never-married,Exec-managerial,Not-in-family,White,Female,Unknown
48635,35,11,6849,0,40,Private,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
5572,34,9,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
27673,42,12,0,0,40,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
30687,41,13,0,1902,42,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
10662,45,10,0,0,55,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
33662,21,9,0,0,40,Private,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
47851,36,9,0,0,40,Private,Separated,Sales,Unmarried,Black,Female,United-States
34751,17,6,0,0,40,Unknown,Never-married,Unknown,Own-child,White,Female,United-States
35689,46,2,0,0,40,Private,Separated,Other-service,Not-in-family,White,Female,Mexico
40159,51,13,0,0,50,Local-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
35764,53,13,0,1902,40,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
25359,23,12,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
7780,46,12,0,0,40,Local-gov,Divorced,Protective-serv,Not-in-family,White,Male,United-States
17599,41,13,0,0,40,State-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
38228,49,15,0,0,48,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
39990,58,10,15024,0,40,Federal-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
29491,77,13,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
22779,38,9,0,0,40,Private,Divorced,Craft-repair,Own-child,White,Male,United-States
12932,21,10,0,0,40,Private,Never-married,Adm-clerical,Own-child,Other,Male,United-States
38882,60,9,0,0,40,Self-emp-inc,Married-civ-spouse,Other-service,Husband,White,Male,United-States
34691,43,9,0,0,50,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
23,25,13,0,0,43,Private,Never-married,Prof-specialty,Not-in-family,White,Male,Peru
8784,74,8,1409,0,20,Self-emp-not-inc,Married-civ-spouse,Other-service,Husband,White,Male,Canada
24051,28,10,0,0,40,State-gov,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
10511,17,8,0,0,30,Private,Never-married,Other-service,Own-child,White,Female,United-States
18798,51,13,5178,0,60,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
44088,24,10,0,0,30,Private,Never-married,Other-service,Not-in-family,White,Male,United-States
34033,32,10,0,0,40,Unknown,Never-married,Unknown,Unmarried,White,Female,United-States
45107,21,10,0,0,25,Private,Never-married,Sales,Own-child,Black,Female,United-States
22020,20,5,0,0,40,Private,Never-married,Priv-house-serv,Own-child,White,Male,Mexico
45933,56,9,0,0,40,Private,Separated,Craft-repair,Not-in-family,White,Female,United-States
3377,35,13,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
44179,39,10,0,0,20,Unknown,Divorced,Unknown,Not-in-family,White,Female,United-States
24908,70,9,0,0,5,Private,Widowed,Adm-clerical,Unmarried,White,Female,United-States
1777,39,9,0,0,40,Private,Divorced,Handlers-cleaners,Own-child,White,Male,United-States
4160,62,16,15024,0,45,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
7340,28,4,0,0,45,Private,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
4839,74,10,15831,0,40,State-gov,Widowed,Exec-managerial,Not-in-family,Black,Male,United-States
37882,24,9,0,0,40,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
31257,37,9,0,0,52,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
42472,31,9,0,0,40,Private,Never-married,Sales,Own-child,White,Male,United-States
579,26,11,3103,0,45,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
38918,53,14,0,0,50,Self-emp-not-inc,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
8562,52,9,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
6736,24,13,0,0,40,Private,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
845,45,10,0,0,40,State-gov,Divorced,Prof-specialty,Unmarried,Black,Female,United-States
8721,62,4,0,0,10,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
48289,58,2,0,0,40,Unknown,Married-spouse-absent,Unknown,Unmarried,Amer-Indian-Eskimo,Male,United-States
11712,58,10,0,0,60,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
5507,51,6,0,0,30,Private,Divorced,Adm-clerical,Other-relative,White,Female,United-States
11970,31,9,0,0,42,Private,Never-married,Other-service,Not-in-family,White,Male,United-States
29152,32,11,0,0,40,Private,Divorced,Other-service,Unmarried,White,Female,United-States
37745,26,11,0,0,65,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
11906,51,9,0,0,84,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
5253,40,9,0,0,32,Private,Divorced,Priv-house-serv,Unmarried,White,Female,United-States
23493,31,7,0,0,40,Private,Never-married,Craft-repair,Not-in-family,White,Male,United-States
43701,61,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
20876,42,9,0,0,40,Private,Married-civ-spouse,Sales,Husband,Black,Male,United-States
27179,40,9,0,0,35,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
31983,18,9,0,1721,40,Private,Never-married,Sales,Not-in-family,White,Female,United-States
1578,48,7,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
2952,26,9,0,0,40,Self-emp-not-inc,Divorced,Other-service,Unmarried,White,Female,Columbia
6196,51,5,0,0,30,Private,Widowed,Craft-repair,Not-in-family,White,Male,United-States
16000,56,7,7298,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
10699,60,10,0,0,2,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
22249,64,16,7688,0,60,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,Canada
46908,70,6,0,0,32,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
28077,62,10,0,0,40,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
47560,20,10,0,0,40,Unknown,Never-married,Unknown,Own-child,White,Female,United-States
1893,22,10,0,0,50,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
35373,44,10,0,0,45,Private,Divorced,Exec-managerial,Other-relative,White,Female,United-States
8028,32,8,0,0,30,Private,Divorced,Other-service,Not-in-family,White,Male,Unknown
13181,56,13,15024,0,40,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
8161,59,9,0,0,40,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
29711,49,8,0,0,35,Private,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,United-States
25556,22,10,0,1602,10,Private,Never-married,Other-service,Not-in-family,White,Male,United-States
4477,22,13,0,0,15,Private,Never-married,Exec-managerial,Own-child,White,Female,United-States
10693,54,9,0,0,48,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
46320,25,9,0,0,50,Private,Never-married,Craft-repair,Own-child,Black,Male,United-States
36703,48,10,0,0,50,Self-emp-not-inc,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
31440,54,9,0,0,40,Private,Divorced,Craft-repair,Not-in-family,White,Male,United-States
30298,40,13,0,0,50,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
6414,41,9,0,0,50,State-gov,Never-married,Craft-repair,Not-in-family,White,Male,United-States
35935,31,10,0,2051,57,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
13085,47,9,0,0,52,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
30010,39,13,0,0,55,Private,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
3266,17,8,0,0,15,Private,Never-married,Craft-repair,Own-child,White,Male,Columbia
34399,39,13,0,0,45,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
17982,18,10,0,0,15,Private,Never-married,Other-service,Own-child,White,Female,United-States
43846,40,13,0,0,50,Self-emp-inc,Separated,Craft-repair,Own-child,White,Male,United-States
25496,38,13,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Philippines
22717,19,10,0,0,25,Private,Never-married,Sales,Other-relative,White,Female,United-States
13622,43,10,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
40964,45,10,0,0,56,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
1326,60,10,15024,0,48,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
26949,44,13,5013,0,40,State-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
41334,61,9,0,0,6,Unknown,Married-civ-spouse,Unknown,Husband,Black,Male,United-States
5199,49,13,0,0,75,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
5284,67,6,0,0,16,Private,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
31210,47,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
18934,19,10,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,Vietnam
21793,20,10,0,0,25,Private,Never-married,Sales,Own-child,White,Female,United-States
38220,20,9,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
42757,35,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Philippines
20214,28,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14717,59,11,0,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
45321,34,10,0,0,4,Unknown,Married-civ-spouse,Unknown,Wife,White,Female,United-States
46516,44,14,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
35,65,9,0,0,40,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
3084,54,9,0,0,50,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
26897,51,11,0,2444,39,State-gov,Divorced,Tech-support,Not-in-family,White,Male,United-States
1998,42,10,0,0,45,State-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
48776,26,10,0,0,65,Private,Never-married,Craft-repair,Not-in-family,White,Male,United-States
18092,35,11,7298,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
4009,43,13,0,0,40,Private,Never-married,Sales,Own-child,White,Female,United-States
32477,57,10,0,0,40,Unknown,Divorced,Unknown,Not-in-family,White,Female,United-States
34544,23,13,0,0,40,Private,Never-married,Exec-managerial,Own-child,White,Female,United-States
47033,40,12,0,0,44,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
22381,54,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
48268,22,10,0,0,35,Private,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
48304,53,8,0,0,40,Private,Divorced,Farming-fishing,Own-child,White,Male,United-States
44590,24,13,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
44739,23,13,0,0,40,Private,Never-married,Exec-managerial,Own-child,White,Male,United-States
7394,27,12,0,0,40,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
